propername	batch	medium	salt	temperature	replicate	GrowthBin
P_immobilis_A-11	w7	LB	10	25	4	0
P_immobilis_A-11	w7	LB	10	25	5	0
P_immobilis_A-11	w7	LB	10	37	1	0
P_immobilis_A-11	w7	LB	10	37	2	0
P_immobilis_A-11	w7	LB	10	37	3	0
P_immobilis_A-11	w7	LB	10	37	4	0
P_immobilis_A-11	w7	LB	10	37	5	0
P_immobilis_A-11	w7	MM	0	4	1	0
P_immobilis_A-11	w7	MM	0	4	2	0
P_immobilis_A-11	w7	MM	0	4	3	0
P_immobilis_A-11	w7	MM	0	4	4	0
P_immobilis_A-11	w7	MM	0	4	5	0
P_immobilis_A-11	w7	MM	0	37	1	0
P_immobilis_A-11	w7	MM	0	37	2	0
P_immobilis_A-11	w7	MM	0	37	3	0
P_immobilis_A-11	w7	MM	0	37	4	0
P_immobilis_A-11	w7	MM	0	37	5	0
P_immobilis_A-11	w7	MM	2.5	4	1	1
P_immobilis_A-11	w7	MM	2.5	4	2	1
P_immobilis_A-11	w7	MM	2.5	4	3	1
P_immobilis_A-11	w7	MM	2.5	4	4	1
P_immobilis_A-11	w7	MM	2.5	4	5	1
P_immobilis_A-11	w7	MM	2.5	37	1	0
P_immobilis_A-11	w7	MM	2.5	37	2	0
P_immobilis_A-11	w7	MM	2.5	37	3	0
P_immobilis_A-11	w7	MM	2.5	37	4	0
P_immobilis_A-11	w7	MM	2.5	37	5	0
P_immobilis_A-11	w7	MM	5	4	1	1
P_immobilis_A-11	w7	MM	5	4	2	1
P_immobilis_A-11	w7	MM	5	4	3	1
P_immobilis_A-11	w7	MM	5	4	4	0
P_immobilis_A-11	w7	MM	5	4	5	1
P_immobilis_A-11	w7	MM	5	37	1	0
P_immobilis_A-11	w7	MM	5	37	2	0
P_immobilis_A-11	w7	MM	5	37	3	0
P_immobilis_A-11	w7	MM	5	37	4	0
P_immobilis_A-11	w7	MM	5	37	5	0
P_immobilis_A-11	w7	MM	10	4	1	0
P_immobilis_A-11	w7	MM	10	4	2	0
P_immobilis_A-11	w7	MM	10	4	3	0
P_immobilis_A-11	w7	MM	10	4	4	0
P_immobilis_A-11	w7	MM	10	4	5	0
P_immobilis_A-11	w7	MM	10	37	1	0
P_immobilis_A-11	w7	MM	10	37	2	0
P_immobilis_A-11	w7	MM	10	37	3	0
P_immobilis_A-11	w7	MM	10	37	4	0
P_immobilis_A-11	w7	MM	10	37	5	0
P_immobilis_A-11	w7r	MM	0	25	1	0
P_immobilis_A-11	w7r	MM	0	25	2	0
P_immobilis_A-11	w7r	MM	0	25	3	0
P_immobilis_A-11	w7r	MM	0	25	4	0
P_immobilis_A-11	w7r	MM	0	25	5	0
P_immobilis_A-11	w7r	MM	2.5	25	1	1
P_immobilis_A-11	w7r	MM	2.5	25	2	1
P_immobilis_A-11	w7r	MM	2.5	25	3	1
P_immobilis_A-11	w7r	MM	2.5	25	4	1
P_immobilis_A-11	w7r	MM	2.5	25	5	1
P_immobilis_A-11	w7r	MM	5	25	1	1
P_immobilis_A-11	w7r	MM	5	25	2	1
P_immobilis_A-11	w7r	MM	5	25	3	1
P_immobilis_A-11	w7r	MM	5	25	4	1
P_immobilis_A-11	w7r	MM	5	25	5	1
P_immobilis_A-11	w7r	MM	10	25	1	0
P_immobilis_A-11	w7r	MM	10	25	2	0
P_immobilis_A-11	w7r	MM	10	25	3	0
P_immobilis_A-11	w7r	MM	10	25	4	0
P_immobilis_A-11	w7r	MM	10	25	5	0
P_immobilis_A-19	w6	LB	0	4	1	1
P_immobilis_A-19	w6	LB	0	4	2	1
P_immobilis_A-19	w6	LB	0	4	3	1
P_immobilis_A-19	w6	LB	0	4	4	1
P_immobilis_A-19	w6	LB	0	4	5	1
P_immobilis_A-19	w6	LB	0	25	1	1
P_immobilis_A-19	w6	LB	0	25	2	1
P_immobilis_A-19	w6	LB	0	25	3	1
P_immobilis_A-19	w6	LB	0	25	4	1
P_immobilis_A-19	w6	LB	0	25	5	1
P_immobilis_A-19	w6	LB	0	37	1	0
P_immobilis_A-19	w6	LB	0	37	2	0
P_immobilis_A-19	w6	LB	0	37	3	0
P_immobilis_A-19	w6	LB	0	37	4	0
P_immobilis_A-19	w6	LB	0	37	5	0
P_immobilis_A-19	w6	LB	2.5	4	1	1
P_immobilis_A-19	w6	LB	2.5	4	2	1
P_immobilis_A-19	w6	LB	2.5	4	3	1
P_immobilis_A-19	w6	LB	2.5	4	4	1
P_immobilis_A-19	w6	LB	2.5	4	5	1
P_immobilis_A-19	w6	LB	2.5	25	1	1
P_immobilis_A-19	w6	LB	2.5	25	2	1
P_immobilis_A-19	w6	LB	2.5	25	3	1
P_immobilis_A-19	w6	LB	2.5	25	4	1
P_immobilis_A-19	w6	LB	2.5	25	5	1
P_immobilis_A-19	w6	LB	2.5	37	1	0
P_immobilis_A-19	w6	LB	2.5	37	2	0
P_immobilis_A-19	w6	LB	2.5	37	3	0
P_immobilis_A-19	w6	LB	2.5	37	4	0
P_immobilis_A-19	w6	LB	2.5	37	5	0
P_immobilis_A-19	w6	LB	5	4	1	1
P_immobilis_A-19	w6	LB	5	4	2	1
P_immobilis_A-19	w6	LB	5	4	3	1
P_immobilis_A-19	w6	LB	5	4	4	1
P_immobilis_A-19	w6	LB	5	4	5	1
P_immobilis_A-19	w6	LB	5	25	1	1
P_immobilis_A-19	w6	LB	5	25	2	1
P_immobilis_A-19	w6	LB	5	25	3	1
P_immobilis_A-19	w6	LB	5	25	4	1
P_immobilis_A-19	w6	LB	5	25	5	1
P_immobilis_A-19	w6	LB	5	37	1	0
P_immobilis_A-19	w6	LB	5	37	2	0
P_immobilis_A-19	w6	LB	5	37	3	0
P_immobilis_A-19	w6	LB	5	37	4	0
P_immobilis_A-19	w6	LB	5	37	5	0
P_immobilis_A-19	w6	LB	10	4	1	1
P_immobilis_A-19	w6	LB	10	4	2	1
P_immobilis_A-19	w6	LB	10	4	3	1
P_immobilis_A-19	w6	LB	10	4	4	1
P_immobilis_A-19	w6	LB	10	4	5	1
P_immobilis_A-19	w6	LB	10	25	1	0
P_immobilis_A-19	w6	LB	10	25	2	0
P_immobilis_A-19	w6	LB	10	25	3	0
P_immobilis_A-19	w6	LB	10	25	4	0
P_immobilis_A-19	w6	LB	10	25	5	0
P_immobilis_A-19	w6	LB	10	37	1	0
P_immobilis_A-19	w6	LB	10	37	2	0
P_immobilis_A-19	w6	LB	10	37	3	0
P_immobilis_A-19	w6	LB	10	37	4	0
P_immobilis_A-19	w6	LB	10	37	5	0
P_immobilis_A-19	w6	MM	0	4	1	1
P_immobilis_A-19	w6	MM	0	4	2	1
P_immobilis_A-19	w6	MM	0	4	3	1
P_immobilis_A-19	w6	MM	0	4	4	1
P_immobilis_A-19	w6	MM	0	4	5	1
P_immobilis_A-19	w6	MM	0	25	1	1
P_immobilis_A-19	w6	MM	0	25	2	1
P_immobilis_A-19	w6	MM	0	25	3	1
P_immobilis_A-19	w6	MM	0	25	4	1
P_immobilis_A-19	w6	MM	0	25	5	1
P_immobilis_A-19	w6	MM	0	37	1	0
P_immobilis_A-19	w6	MM	0	37	2	0
P_immobilis_A-19	w6	MM	0	37	3	0
P_immobilis_A-19	w6	MM	0	37	4	0
P_immobilis_A-19	w6	MM	0	37	5	0
P_immobilis_A-19	w6	MM	2.5	4	1	1
P_immobilis_A-19	w6	MM	2.5	4	2	1
P_immobilis_A-19	w6	MM	2.5	4	3	1
P_immobilis_A-19	w6	MM	2.5	4	4	1
P_immobilis_A-19	w6	MM	2.5	4	5	1
P_immobilis_A-19	w6	MM	2.5	37	1	0
P_immobilis_A-19	w6	MM	2.5	37	2	0
P_immobilis_A-19	w6	MM	2.5	37	3	0
P_immobilis_A-19	w6	MM	2.5	37	4	0
P_immobilis_A-19	w6	MM	2.5	37	5	0
P_immobilis_A-19	w6	MM	5	4	1	0
P_immobilis_A-19	w6	MM	5	4	2	0
P_immobilis_A-19	w6	MM	5	4	3	0
P_immobilis_A-19	w6	MM	5	4	4	0
P_immobilis_A-19	w6	MM	5	4	5	0
P_immobilis_A-19	w6	MM	5	25	1	1
P_immobilis_A-19	w6	MM	5	25	2	1
P_immobilis_A-19	w6	MM	5	25	3	1
P_immobilis_A-19	w6	MM	5	25	4	1
P_immobilis_A-19	w6	MM	5	25	5	1
P_immobilis_A-19	w6	MM	5	37	1	0
P_immobilis_A-19	w6	MM	5	37	2	0
P_immobilis_A-19	w6	MM	5	37	3	0
P_immobilis_A-19	w6	MM	5	37	4	0
P_immobilis_A-19	w6	MM	5	37	5	0
P_immobilis_A-19	w6	MM	10	4	1	0
P_immobilis_A-19	w6	MM	10	4	2	0
P_immobilis_A-19	w6	MM	10	4	3	0
P_immobilis_A-19	w6	MM	10	4	4	0
P_immobilis_A-19	w6	MM	10	4	5	0
P_immobilis_A-19	w6	MM	10	37	1	0
P_immobilis_A-19	w6	MM	10	37	2	0
P_immobilis_A-19	w6	MM	10	37	3	0
P_immobilis_A-19	w6	MM	10	37	4	0
P_immobilis_A-19	w6	MM	10	37	5	0
P_immobilis_A-19	w6r	MM	2.5	25	1	1
P_immobilis_A-19	w6r	MM	2.5	25	2	1
P_immobilis_A-19	w6r	MM	2.5	25	3	1
P_immobilis_A-19	w6r	MM	2.5	25	4	1
P_immobilis_A-19	w6r	MM	2.5	25	5	1
P_immobilis_A-19	w6r	MM	10	25	1	0
P_immobilis_A-19	w6r	MM	10	25	2	0
P_immobilis_A-19	w6r	MM	10	25	3	0
P_immobilis_A-19	w6r	MM	10	25	4	0
P_immobilis_A-19	w6r	MM	10	25	5	0
P_immobilis_A352	w8	LB	0	25	1	0
P_immobilis_A352	w8	LB	0	25	2	0
P_immobilis_A352	w8	LB	0	25	3	0
P_immobilis_A352	w8	LB	0	25	4	0
P_immobilis_A352	w8	LB	0	25	5	0
P_immobilis_A352	w8	LB	0	37	1	0
P_immobilis_A352	w8	LB	0	37	2	0
P_immobilis_A352	w8	LB	0	37	3	0
P_immobilis_A352	w8	LB	0	37	4	0
P_immobilis_A352	w8	LB	0	37	5	0
P_immobilis_A352	w8	LB	2.5	25	1	1
P_immobilis_A352	w8	LB	2.5	25	2	1
P_immobilis_A352	w8	LB	2.5	25	3	1
P_immobilis_A352	w8	LB	2.5	25	4	1
P_immobilis_A352	w8	LB	2.5	25	5	1
P_immobilis_A352	w8	LB	2.5	37	1	0
P_immobilis_A352	w8	LB	2.5	37	2	0
P_immobilis_A352	w8	LB	2.5	37	3	0
P_immobilis_A352	w8	LB	2.5	37	4	0
P_immobilis_A352	w8	LB	2.5	37	5	0
P_immobilis_A352	w8	LB	5	25	1	1
P_immobilis_A352	w8	LB	5	25	2	1
P_immobilis_A352	w8	LB	5	25	3	1
P_immobilis_A352	w8	LB	5	25	4	1
P_immobilis_A352	w8	LB	5	25	5	1
P_immobilis_A352	w8	LB	5	37	1	0
P_immobilis_A352	w8	LB	5	37	2	0
P_immobilis_A352	w8	LB	5	37	3	0
P_immobilis_A352	w8	LB	5	37	4	0
P_immobilis_A352	w8	LB	5	37	5	0
P_immobilis_A352	w8	LB	10	25	1	0
P_immobilis_A352	w8	LB	10	25	2	0
P_immobilis_A352	w8	LB	10	25	3	0
P_immobilis_A352	w8	LB	10	25	4	0
P_immobilis_A352	w8	LB	10	25	5	0
P_immobilis_A352	w8	LB	10	37	1	0
P_immobilis_A352	w8	LB	10	37	2	0
P_immobilis_A352	w8	LB	10	37	3	0
P_immobilis_A352	w8	LB	10	37	4	0
P_immobilis_A352	w8	LB	10	37	5	0
P_immobilis_A352	w8	MM	0	4	1	1
P_immobilis_A352	w8	MM	0	4	2	1
P_immobilis_A352	w8	MM	0	4	3	1
P_immobilis_A352	w8	MM	0	4	4	1
P_immobilis_A352	w8	MM	0	4	5	1
P_immobilis_A352	w8	MM	0	25	1	1
P_immobilis_A352	w8	MM	0	25	2	1
P_immobilis_A352	w8	MM	0	25	3	1
P_immobilis_A352	w8	MM	0	25	4	1
P_immobilis_A352	w8	MM	0	25	5	1
P_immobilis_A352	w8	MM	0	37	1	0
P_immobilis_A352	w8	MM	0	37	2	0
P_immobilis_A352	w8	MM	0	37	3	0
P_immobilis_A352	w8	MM	0	37	4	0
P_immobilis_A352	w8	MM	0	37	5	0
P_immobilis_A352	w8	MM	2.5	4	1	1
P_immobilis_A352	w8	MM	2.5	4	2	1
P_immobilis_A352	w8	MM	2.5	4	3	1
P_immobilis_A352	w8	MM	2.5	4	4	1
P_immobilis_A352	w8	MM	2.5	4	5	1
P_immobilis_A352	w8	MM	2.5	25	1	1
P_immobilis_A352	w8	MM	2.5	25	2	1
P_immobilis_A352	w8	MM	2.5	25	3	1
P_immobilis_A352	w8	MM	2.5	25	4	1
P_immobilis_A352	w8	MM	2.5	25	5	1
P_immobilis_A352	w8	MM	2.5	37	1	0
P_immobilis_A352	w8	MM	2.5	37	2	0
P_immobilis_A352	w8	MM	2.5	37	3	0
P_immobilis_A352	w8	MM	2.5	37	4	0
P_immobilis_A352	w8	MM	2.5	37	5	0
P_immobilis_A352	w8	MM	5	4	1	1
P_immobilis_A352	w8	MM	5	4	2	1
P_immobilis_A352	w8	MM	5	4	3	1
P_immobilis_A352	w8	MM	5	4	4	1
P_immobilis_A352	w8	MM	5	4	5	1
P_immobilis_A352	w8	MM	5	25	1	1
P_immobilis_A352	w8	MM	5	25	2	1
P_immobilis_A352	w8	MM	5	25	3	1
P_immobilis_A352	w8	MM	5	25	4	1
P_immobilis_A352	w8	MM	5	25	5	1
P_immobilis_A352	w8	MM	5	37	1	0
P_immobilis_A352	w8	MM	5	37	2	0
P_immobilis_A352	w8	MM	5	37	3	0
P_immobilis_A352	w8	MM	5	37	4	0
P_immobilis_A352	w8	MM	5	37	5	0
P_immobilis_A352	w8	MM	10	4	1	0
P_immobilis_A352	w8	MM	10	4	2	0
P_immobilis_A352	w8	MM	10	4	3	0
P_immobilis_A352	w8	MM	10	4	4	0
P_immobilis_A352	w8	MM	10	4	5	0
P_immobilis_A352	w8	MM	10	25	1	0
P_immobilis_A352	w8	MM	10	25	2	0
P_immobilis_A352	w8	MM	10	25	3	0
P_immobilis_A352	w8	MM	10	25	4	0
P_immobilis_A352	w8	MM	10	25	5	0
P_immobilis_A352	w8	MM	10	37	1	0
P_immobilis_A352	w8	MM	10	37	2	0
P_immobilis_A352	w8	MM	10	37	3	0
P_immobilis_A352	w8	MM	10	37	4	0
P_immobilis_A352	w8	MM	10	37	5	0
P_immobilis_A352	w8r	LB	0	4	1	1
P_immobilis_A352	w8r	LB	0	4	2	0
P_immobilis_A352	w8r	LB	0	4	3	1
P_immobilis_A352	w8r	LB	0	4	4	1
P_immobilis_A352	w8r	LB	0	4	5	1
P_immobilis_A352	w8r	LB	2.5	4	1	1
P_immobilis_A352	w8r	LB	2.5	4	2	1
P_immobilis_A352	w8r	LB	2.5	4	3	1
P_immobilis_A352	w8r	LB	2.5	4	4	1
P_immobilis_A352	w8r	LB	2.5	4	5	1
P_immobilis_A352	w8r	LB	5	4	1	1
P_immobilis_A352	w8r	LB	5	4	2	1
P_immobilis_A352	w8r	LB	5	4	3	1
P_immobilis_A352	w8r	LB	5	4	4	1
P_immobilis_A352	w8r	LB	5	4	5	1
P_immobilis_A352	w8r	LB	10	4	1	1
P_immobilis_A352	w8r	LB	10	4	2	1
P_immobilis_A352	w8r	LB	10	4	3	1
P_immobilis_A352	w8r	LB	10	4	4	1
P_immobilis_A352	w8r	LB	10	4	5	1
P_immobilis_S3	w8	LB	0	25	1	1
P_immobilis_S3	w8	LB	0	25	2	1
P_immobilis_S3	w8	LB	0	25	3	1
P_immobilis_S3	w8	LB	0	25	4	1
P_immobilis_S3	w8	LB	0	25	5	1
P_immobilis_S3	w8	LB	0	37	1	0
P_immobilis_S3	w8	LB	0	37	2	0
P_immobilis_S3	w8	LB	0	37	3	0
P_immobilis_S3	w8	LB	0	37	4	0
P_immobilis_S3	w8	LB	0	37	5	0
P_immobilis_S3	w8	LB	2.5	25	1	1
P_immobilis_S3	w8	LB	2.5	25	2	1
P_immobilis_S3	w8	LB	2.5	25	3	1
P_immobilis_S3	w8	LB	2.5	25	4	1
P_immobilis_S3	w8	LB	2.5	25	5	1
P_immobilis_S3	w8	LB	2.5	37	1	0
P_immobilis_S3	w8	LB	2.5	37	2	0
P_immobilis_S3	w8	LB	2.5	37	3	0
P_immobilis_S3	w8	LB	2.5	37	4	0
P_immobilis_S3	w8	LB	2.5	37	5	0
P_immobilis_S3	w8	LB	5	25	1	1
P_immobilis_S3	w8	LB	5	25	2	1
P_immobilis_S3	w8	LB	5	25	3	1
P_immobilis_S3	w8	LB	5	25	4	1
P_immobilis_S3	w8	LB	5	25	5	1
P_immobilis_S3	w8	LB	5	37	1	0
P_immobilis_S3	w8	LB	5	37	2	0
P_immobilis_S3	w8	LB	5	37	3	0
P_immobilis_S3	w8	LB	5	37	4	0
P_immobilis_S3	w8	LB	5	37	5	0
P_immobilis_S3	w8	LB	10	25	1	0
P_immobilis_S3	w8	LB	10	25	2	0
P_immobilis_S3	w8	LB	10	25	3	0
P_immobilis_S3	w8	LB	10	25	4	0
P_immobilis_S3	w8	LB	10	25	5	0
P_immobilis_S3	w8	LB	10	37	1	0
P_immobilis_S3	w8	LB	10	37	2	0
P_immobilis_S3	w8	LB	10	37	3	0
P_immobilis_S3	w8	LB	10	37	4	0
P_immobilis_S3	w8	LB	10	37	5	0
P_immobilis_S3	w8	MM	0	4	1	1
P_immobilis_S3	w8	MM	0	4	2	0
P_immobilis_S3	w8	MM	0	4	3	0
P_immobilis_S3	w8	MM	0	4	4	0
P_immobilis_S3	w8	MM	0	4	5	0
P_immobilis_S3	w8	MM	0	25	1	0
P_immobilis_S3	w8	MM	0	25	2	0
P_immobilis_S3	w8	MM	0	25	3	0
P_immobilis_S3	w8	MM	0	25	4	1
P_immobilis_S3	w8	MM	0	25	5	1
P_immobilis_S3	w8	MM	0	37	1	0
P_immobilis_S3	w8	MM	0	37	2	0
P_immobilis_S3	w8	MM	0	37	3	0
P_immobilis_S3	w8	MM	0	37	4	0
P_immobilis_S3	w8	MM	0	37	5	0
P_immobilis_S3	w8	MM	2.5	4	1	1
P_immobilis_S3	w8	MM	2.5	4	2	1
P_immobilis_S3	w8	MM	2.5	4	3	1
P_immobilis_S3	w8	MM	2.5	4	4	1
P_immobilis_S3	w8	MM	2.5	4	5	1
P_immobilis_S3	w8	MM	2.5	25	1	1
P_immobilis_S3	w8	MM	2.5	25	2	1
P_immobilis_S3	w8	MM	2.5	25	3	1
P_immobilis_S3	w8	MM	2.5	25	4	0
P_immobilis_S3	w8	MM	2.5	25	5	0
P_immobilis_S3	w8	MM	2.5	37	1	0
P_immobilis_S3	w8	MM	2.5	37	2	0
P_immobilis_S3	w8	MM	2.5	37	3	0
P_immobilis_S3	w8	MM	2.5	37	4	0
P_immobilis_S3	w8	MM	2.5	37	5	0
P_immobilis_S3	w8	MM	5	4	1	0
P_immobilis_S3	w8	MM	5	4	2	0
P_immobilis_S3	w8	MM	5	4	3	0
P_immobilis_S3	w8	MM	5	4	4	0
P_immobilis_S3	w8	MM	5	4	5	0
P_immobilis_S3	w8	MM	5	25	1	0
P_immobilis_S3	w8	MM	5	25	2	0
P_immobilis_S3	w8	MM	5	25	3	0
P_immobilis_S3	w8	MM	5	25	4	0
P_immobilis_S3	w8	MM	5	25	5	0
P_immobilis_S3	w8	MM	5	37	1	0
P_immobilis_S3	w8	MM	5	37	2	0
P_immobilis_S3	w8	MM	5	37	3	0
P_immobilis_S3	w8	MM	5	37	4	0
P_immobilis_S3	w8	MM	5	37	5	0
P_immobilis_S3	w8	MM	10	4	1	0
P_immobilis_S3	w8	MM	10	4	2	0
P_immobilis_S3	w8	MM	10	4	3	0
P_immobilis_S3	w8	MM	10	4	4	0
P_immobilis_S3	w8	MM	10	4	5	0
P_immobilis_S3	w8	MM	10	25	1	0
P_immobilis_S3	w8	MM	10	25	2	0
P_immobilis_S3	w8	MM	10	25	3	0
P_immobilis_S3	w8	MM	10	25	4	0
P_immobilis_S3	w8	MM	10	25	5	0
P_immobilis_S3	w8	MM	10	37	1	0
P_immobilis_S3	w8	MM	10	37	2	0
P_immobilis_S3	w8	MM	10	37	3	0
P_immobilis_S3	w8	MM	10	37	4	0
P_immobilis_S3	w8	MM	10	37	5	0
P_immobilis_S3	w8r	LB	0	4	1	1
P_immobilis_S3	w8r	LB	0	4	2	1
P_immobilis_S3	w8r	LB	0	4	3	1
P_immobilis_S3	w8r	LB	0	4	4	1
P_immobilis_S3	w8r	LB	0	4	5	1
P_immobilis_S3	w8r	LB	2.5	4	1	1
P_immobilis_S3	w8r	LB	2.5	4	2	1
P_immobilis_S3	w8r	LB	2.5	4	3	1
P_immobilis_S3	w8r	LB	2.5	4	4	1
P_immobilis_S3	w8r	LB	2.5	4	5	1
P_immobilis_S3	w8r	LB	5	4	1	1
P_immobilis_S3	w8r	LB	5	4	2	1
P_immobilis_S3	w8r	LB	5	4	3	1
P_immobilis_S3	w8r	LB	5	4	4	1
P_immobilis_S3	w8r	LB	5	4	5	1
P_immobilis_S3	w8r	LB	10	4	1	1
P_immobilis_S3	w8r	LB	10	4	2	0
P_immobilis_S3	w8r	LB	10	4	3	0
P_immobilis_S3	w8r	LB	10	4	4	0
P_immobilis_S3	w8r	LB	10	4	5	0
P_sp_72-O-c	w9	LB	0	4	1	0
P_sp_72-O-c	w9	LB	0	4	2	0
P_sp_72-O-c	w9	LB	0	4	3	0
P_sp_72-O-c	w9	LB	0	4	4	0
P_sp_72-O-c	w9	LB	0	4	5	0
P_sp_72-O-c	w9	LB	0	25	1	0
P_sp_72-O-c	w9	LB	0	25	2	0
P_sp_72-O-c	w9	LB	0	25	3	0
P_sp_72-O-c	w9	LB	0	25	4	0
P_sp_72-O-c	w9	LB	0	25	5	0
P_sp_72-O-c	w9	LB	0	37	1	0
P_sp_72-O-c	w9	LB	0	37	2	0
P_sp_72-O-c	w9	LB	0	37	3	0
P_sp_72-O-c	w9	LB	0	37	4	0
P_sp_72-O-c	w9	LB	0	37	5	0
P_sp_72-O-c	w9	LB	2.5	4	1	1
P_sp_72-O-c	w9	LB	2.5	4	2	1
P_sp_72-O-c	w9	LB	2.5	4	3	1
P_sp_72-O-c	w9	LB	2.5	4	4	1
P_sp_72-O-c	w9	LB	2.5	4	5	1
P_sp_72-O-c	w9	LB	2.5	25	1	0
P_sp_72-O-c	w9	LB	2.5	25	2	0
P_sp_72-O-c	w9	LB	2.5	25	3	0
P_sp_72-O-c	w9	LB	2.5	25	4	0
P_sp_72-O-c	w9	LB	2.5	25	5	0
P_sp_72-O-c	w9	LB	2.5	37	1	0
P_sp_72-O-c	w9	LB	2.5	37	2	0
P_sp_72-O-c	w9	LB	2.5	37	3	0
P_sp_72-O-c	w9	LB	2.5	37	4	0
P_sp_72-O-c	w9	LB	2.5	37	5	0
P_sp_72-O-c	w9	LB	5	4	1	1
P_sp_72-O-c	w9	LB	5	4	2	1
P_sp_72-O-c	w9	LB	5	4	3	1
P_sp_72-O-c	w9	LB	5	4	4	1
P_sp_72-O-c	w9	LB	5	4	5	1
P_sp_72-O-c	w9	LB	5	25	1	0
P_sp_72-O-c	w9	LB	5	25	2	0
P_sp_72-O-c	w9	LB	5	25	3	0
P_sp_72-O-c	w9	LB	5	25	4	0
P_sp_72-O-c	w9	LB	5	25	5	0
P_sp_72-O-c	w9	LB	5	37	1	0
P_sp_72-O-c	w9	LB	5	37	2	0
P_sp_72-O-c	w9	LB	5	37	3	0
P_sp_72-O-c	w9	LB	5	37	4	0
P_sp_72-O-c	w9	LB	5	37	5	0
P_sp_72-O-c	w9	LB	10	4	1	0
P_sp_72-O-c	w9	LB	10	4	2	0
P_sp_72-O-c	w9	LB	10	4	3	0
P_sp_72-O-c	w9	LB	10	4	4	0
P_sp_72-O-c	w9	LB	10	4	5	0
P_sp_72-O-c	w9	LB	10	25	1	0
P_sp_72-O-c	w9	LB	10	25	2	0
P_sp_72-O-c	w9	LB	10	25	3	0
P_sp_72-O-c	w9	LB	10	25	4	0
P_sp_72-O-c	w9	LB	10	25	5	0
P_sp_72-O-c	w9	LB	10	37	1	0
P_sp_72-O-c	w9	LB	10	37	2	0
P_sp_72-O-c	w9	LB	10	37	3	0
P_sp_72-O-c	w9	LB	10	37	4	0
P_sp_72-O-c	w9	LB	10	37	5	0
P_sp_72-O-c	w9	MM	0	4	1	0
P_sp_72-O-c	w9	MM	0	4	2	1
P_sp_72-O-c	w9	MM	0	4	3	0
P_sp_72-O-c	w9	MM	0	4	4	0
P_sp_72-O-c	w9	MM	0	4	5	0
P_sp_72-O-c	w9	MM	0	25	1	0
P_sp_72-O-c	w9	MM	0	25	2	0
P_sp_72-O-c	w9	MM	0	25	3	0
P_sp_72-O-c	w9	MM	0	25	4	0
P_sp_72-O-c	w9	MM	0	25	5	0
P_sp_72-O-c	w9	MM	0	37	1	0
P_sp_72-O-c	w9	MM	0	37	2	0
P_sp_72-O-c	w9	MM	0	37	3	0
P_sp_72-O-c	w9	MM	0	37	4	0
P_sp_72-O-c	w9	MM	0	37	5	0
P_sp_72-O-c	w9	MM	2.5	4	1	0
P_sp_72-O-c	w9	MM	2.5	4	2	0
P_sp_72-O-c	w9	MM	2.5	4	3	0
P_sp_72-O-c	w9	MM	2.5	4	4	0
P_sp_72-O-c	w9	MM	2.5	4	5	0
P_sp_72-O-c	w9	MM	2.5	25	1	0
P_sp_72-O-c	w9	MM	2.5	25	2	0
P_sp_72-O-c	w9	MM	2.5	25	3	0
P_sp_72-O-c	w9	MM	2.5	25	4	0
P_sp_72-O-c	w9	MM	2.5	25	5	0
P_sp_72-O-c	w9	MM	2.5	37	1	0
P_sp_72-O-c	w9	MM	2.5	37	2	0
P_sp_72-O-c	w9	MM	2.5	37	3	0
P_sp_72-O-c	w9	MM	2.5	37	4	0
P_sp_72-O-c	w9	MM	2.5	37	5	0
P_sp_72-O-c	w9	MM	5	4	1	0
P_sp_72-O-c	w9	MM	5	4	2	0
P_sp_72-O-c	w9	MM	5	4	3	0
P_sp_72-O-c	w9	MM	5	4	4	0
P_sp_72-O-c	w9	MM	5	4	5	0
P_sp_72-O-c	w9	MM	5	25	1	0
P_sp_72-O-c	w9	MM	5	25	2	0
P_sp_72-O-c	w9	MM	5	25	3	0
P_sp_72-O-c	w9	MM	5	25	4	0
P_sp_72-O-c	w9	MM	5	25	5	0
P_sp_72-O-c	w9	MM	5	37	1	0
P_sp_72-O-c	w9	MM	5	37	2	0
P_sp_72-O-c	w9	MM	5	37	3	0
P_sp_72-O-c	w9	MM	5	37	4	0
P_sp_72-O-c	w9	MM	5	37	5	0
P_sp_72-O-c	w9	MM	10	4	1	0
P_sp_72-O-c	w9	MM	10	4	2	0
P_sp_72-O-c	w9	MM	10	4	3	0
P_sp_72-O-c	w9	MM	10	4	4	0
P_sp_72-O-c	w9	MM	10	4	5	0
P_sp_72-O-c	w9	MM	10	25	1	0
P_sp_72-O-c	w9	MM	10	25	2	0
P_sp_72-O-c	w9	MM	10	25	3	0
P_sp_72-O-c	w9	MM	10	25	4	0
P_sp_72-O-c	w9	MM	10	25	5	0
P_sp_72-O-c	w9	MM	10	37	1	0
P_sp_72-O-c	w9	MM	10	37	2	0
P_sp_72-O-c	w9	MM	10	37	3	0
P_sp_72-O-c	w9	MM	10	37	4	0
P_sp_72-O-c	w9	MM	10	37	5	0
P_jeotgali_YKJ-103	w3	LB	0	4	1	1
P_jeotgali_YKJ-103	w3	LB	0	4	2	1
P_jeotgali_YKJ-103	w3	LB	0	4	3	1
P_jeotgali_YKJ-103	w3	LB	0	4	4	0
P_jeotgali_YKJ-103	w3	LB	0	4	5	0
P_jeotgali_YKJ-103	w3	LB	0	25	1	0
